x,z,level,in_memory,status,full_status,accessible_ready,ticking_ready,entity_ticking_ready,ticket,spawning,entity_count,block_entity_count
-19,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-18,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-17,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-16,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-15,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-14,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-13,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-12,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-11,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-10,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-9,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-8,0,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,1,0
-7,0,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,7,0
-6,-22,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-6,0,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-22,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-21,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-20,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-19,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-18,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-17,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-16,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-15,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,1,0
-5,-14,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-13,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-12,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-11,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-10,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-9,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-8,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-7,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-6,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-5,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-4,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-3,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-2,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,-1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-5,0,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-28,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-22,34,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-21,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-27,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-26,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-20,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-28,-19,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -19])] at 11226",false,0,0
-25,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-24,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-18,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -18])] at 11230",false,0,0
-28,-17,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -17])] at 11234",false,0,0
-23,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-22,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-16,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -16])] at 11234",false,0,0
-28,-15,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -15])] at 11237",false,0,0
-21,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-20,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-14,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -14])] at 11237",false,0,0
-28,-13,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -13])] at 11214",false,0,0
-19,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-18,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-12,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -12])] at 11213",false,0,0
-28,-11,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -11])] at 11234",false,0,0
-17,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-16,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-10,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -10])] at 11230",false,0,0
-28,-9,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -9])] at 11237",false,0,0
-15,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-14,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-8,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -8])] at 11237",false,1,0
-28,-7,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -7])] at 11234",false,0,0
-13,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-12,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -6])] at 11237",false,0,0
-28,-5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -5])] at 11230",false,0,0
-11,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-10,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -4])] at 11234",false,0,0
-28,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -3])] at 11214",false,0,0
-9,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-8,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -2])] at 11213",false,0,0
-28,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-28, -1])] at 11237",false,2,0
-7,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-6,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,0,32,true,minecraft:full,TICKING,done,done,unloaded,"Ticket[unknown 33 ([-28, 0])] at 12695",false,0,1
-28,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-27,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-26,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,3,0
-25,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-24,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-23,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-22,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-21,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-20,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-19,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-18,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-17,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-16,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-15,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-14,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-13,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-12,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-11,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-10,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-9,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,3,0
-8,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-7,1,34,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0,0
-6,1,34,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0,0
-5,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-5,1,34,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-23,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-22,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-21,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-20,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-19,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-18,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-17,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-16,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-15,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-14,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-13,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-12,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-11,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-10,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-9,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-8,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-7,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-6,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-5,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-4,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-3,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-1,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,0,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,1,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-23,35,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-22,34,true,minecraft:full,INACCESSIBLE,unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-27,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-21,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-29,-20,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-26,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-25,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-19,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-18,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-24,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-23,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-17,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-16,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-22,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-21,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-15,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-14,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-20,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-19,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-13,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-12,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-18,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-17,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-11,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-10,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-16,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-15,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-9,32,true,minecraft:full,TICKING,done,done,unloaded,"Ticket[unknown 33 ([-29, -9])] at 12695",false,0,3
-29,-8,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-14,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-13,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-7,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,-6,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-12,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-11,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-5,32,true,minecraft:full,TICKING,done,done,unloaded,"Ticket[unknown 33 ([-29, -5])] at 12695",false,1,1
-29,-4,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-10,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-9,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-3,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,1,0
-29,-2,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,1,0
-8,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-7,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-1,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-29,0,32,true,minecraft:full,TICKING,done,done,unloaded,no_ticket,false,0,0
-6,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-5,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,1,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-29,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-27,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-26,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-25,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-24,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-23,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-22,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-21,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-20,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-19,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-18,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-17,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-16,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-15,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-14,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-13,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-12,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-11,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-10,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-9,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-8,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-7,2,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-6,2,35,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-5,2,35,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-4,2,35,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-24,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-23,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-22,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-21,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-20,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-19,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-18,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-17,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-16,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-15,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-14,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-13,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-12,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-11,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-10,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-9,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-8,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-7,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-6,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-5,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-4,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-3,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-2,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,-1,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,0,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,1,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-3,2,35,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-24,36,true,minecraft:liquid_carvers,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-23,35,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-29,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-28,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-22,34,true,minecraft:features,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-21,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-27,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-26,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-20,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-19,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-25,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-24,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-18,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-17,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-23,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-22,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-16,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-15,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-21,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-20,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-14,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-13,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-19,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-18,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-12,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-11,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,3
-17,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-16,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-10,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-9,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-15,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-14,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-8,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-7,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-13,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-12,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-6,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,2
-30,-5,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-11,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-10,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-4,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-30,-3,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
-9,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-8,-25,36,true,minecraft:structure_starts,[null],unloaded,unloaded,unloaded,no_ticket,false,0,0
-30,-2,33,true,minecraft:full,BORDER,done,unloaded,unloaded,no_ticket,false,0,0
